account_id,customer_id,account_number,account_type,currency,current_balance,opened_date
d2f3f9bd-6204-4e2c-a234-fd94ff0c1476,8b5074e4-c987-406b-b3a5-702ad9de5e91,9769309279,solo,NGN,66946.84,2024-12-23
35ea47a8-5595-4b43-adbf-731e694532cb,8b5074e4-c987-406b-b3a5-702ad9de5e91,5813446690,current,NGN,1506463.01,2026-02-05
98fed80c-c54b-4abc-bb7a-b68400d80c71,bd258ea6-a27a-406c-acda-0b48d54327a2,5881246780,savings,NGN,1886371.33,2025-09-12
0e8a2a91-a80c-45c0-a016-6d188177ee00,bd258ea6-a27a-406c-acda-0b48d54327a2,4847800947,current,NGN,2025294.22,2023-05-24
7d37b2c3-5d1c-4d7c-b973-81f5fb2622db,92f67208-edf7-47f5-9f63-3b6d18814fcb,8222029840,savings,NGN,1401368.8,2023-07-06
9e06effd-6571-438c-9881-cf061c7a1360,92f67208-edf7-47f5-9f63-3b6d18814fcb,2806802518,solo,NGN,100499.46,2024-06-30
0d6b304b-f916-4843-b474-f388599f6eda,92f67208-edf7-47f5-9f63-3b6d18814fcb,9687632762,current,NGN,1239503.05,2024-07-24
9f6cc8bd-5e11-4b69-b363-2ed7c1bb84b3,bc88ab44-9c7e-47be-95f6-c4d6859b9a2f,5113196330,savings,NGN,1175748.51,2025-07-03
3c69e76d-c15e-4b91-a93f-c40f65ac5bad,bc88ab44-9c7e-47be-95f6-c4d6859b9a2f,4652753221,current,NGN,1039109.52,2025-05-02
fc10fa3d-2a9f-4edd-9cbc-2394e5d1fdde,ebd213fd-bd45-4b53-9d0c-0238dbfc8ebb,6018020682,savings,NGN,287299.0,2023-11-09
397f1e09-c364-4775-90a3-d9a3f4544803,ebd213fd-bd45-4b53-9d0c-0238dbfc8ebb,3936320978,current,NGN,8707596.73,2022-10-04
99119e22-c3fb-49e5-b0f7-e97cb06c2ef6,9cf54d76-56f6-4e53-8960-b21c257082c0,3306874527,savings,NGN,714264.15,2024-05-31
5dde5d2a-edc9-485d-9d45-45d6d33c3e15,9cf54d76-56f6-4e53-8960-b21c257082c0,6152635855,solo,NGN,100763.62,2022-05-08
a149287a-bbcf-40b5-8aff-ddbfdc5b8fb3,9cf54d76-56f6-4e53-8960-b21c257082c0,9402094622,current,NGN,8308653.99,2022-06-08
1d2ad3f8-6e32-4dba-902b-c95458e15b64,f0717539-37b1-4f3d-be02-c58e4b457a00,4258270167,savings,NGN,1062654.99,2026-01-26
f0a431fa-0101-44a3-afb6-65cbe4bf4bdd,f0717539-37b1-4f3d-be02-c58e4b457a00,9016218961,current,NGN,7162637.57,2024-09-28
44874620-4f2f-4962-a0d0-3a0cbf1d7609,cc6f243c-f890-4c20-a9fd-f369671c9fa5,2256753805,savings,NGN,1725754.47,2025-08-20
71db69eb-0c26-4500-85bf-a16a691985cd,cc6f243c-f890-4c20-a9fd-f369671c9fa5,9709787797,current,NGN,5092305.7,2025-08-14
65733d4b-5e9d-496b-9429-23f4d59fadb8,35adc0ee-0cdf-4538-8b7a-fd44e73da22d,1146036842,savings,NGN,1261008.55,2025-12-27
6e2b8ae9-d018-4c04-b92d-415f5283ec09,35adc0ee-0cdf-4538-8b7a-fd44e73da22d,9226858799,current,NGN,3810481.51,2025-11-03
191a47d3-4332-40da-a5a0-e15881090495,cab646af-29f2-410c-8d09-33c215c3d1cd,6439712949,savings,NGN,561993.54,2024-05-01
ed1eb919-d7d4-45b0-b336-361ca0b9ba94,cab646af-29f2-410c-8d09-33c215c3d1cd,1963977206,current,NGN,7434752.2,2025-04-25
dda349cd-c9df-4af8-8da0-58f89a6add69,aa45af90-435b-495b-917a-4e876f94c116,2278177288,savings,NGN,990899.93,2024-04-12
6daff96e-23f6-42ba-a996-d2e838c8faf0,aa45af90-435b-495b-917a-4e876f94c116,9504871151,current,NGN,2489640.63,2025-09-15
c246bb47-19ac-4a96-9f36-3b3a5cc71609,997922a4-9994-48e5-ae98-8555832e057a,2609770865,savings,NGN,1518086.11,2026-01-17
2852fd62-0206-40f5-a319-6d684cf9dc02,997922a4-9994-48e5-ae98-8555832e057a,1503301819,solo,NGN,47251.67,2026-01-21
c1d6a151-d784-4a4a-ae6f-30235b4f03d0,997922a4-9994-48e5-ae98-8555832e057a,4750062611,current,NGN,9136926.01,2025-11-07
2a3bf189-337b-4bb3-a9ce-922e49ab1c42,a42dc727-e81b-4ef1-b0d6-6d9153d54df4,2920145128,savings,NGN,41724.06,2025-12-18
789ad8f6-a335-499f-908b-37586dce58f3,a42dc727-e81b-4ef1-b0d6-6d9153d54df4,3636534048,current,NGN,7773140.53,2025-06-16
9e9a650f-c9f4-406a-8053-a41d03297b40,98d2fc48-6ed8-4d18-acad-b81f1910b34b,6142053383,savings,NGN,166888.55,2025-12-29
41fba843-1b49-411b-99c5-366346468cca,98d2fc48-6ed8-4d18-acad-b81f1910b34b,8906066476,current,NGN,3208396.91,2025-10-09
480ae1af-b291-439a-93ea-2fe38ae275ad,41693454-7f36-461d-bcfe-88a0fd4ad12b,4389194116,savings,NGN,1368151.1,2024-10-09
a37f3281-aabf-4122-b962-6d793553e295,41693454-7f36-461d-bcfe-88a0fd4ad12b,8178940122,current,NGN,7189992.74,2026-01-01
f7350557-a09b-4c27-b4f3-e021fbc3d8a6,368f9540-56fa-4cd6-bb69-e58dfb4c5e3a,2635713086,savings,NGN,1085179.92,2025-02-22
ceb1038a-3c81-426c-82dd-29492bb99f7d,368f9540-56fa-4cd6-bb69-e58dfb4c5e3a,1506262433,solo,NGN,173905.85,2023-11-01
48c7ede8-5c48-42d6-8142-4b93c4148aef,368f9540-56fa-4cd6-bb69-e58dfb4c5e3a,5144668711,current,NGN,680410.86,2023-01-13
26cb88d0-ad34-4d4e-a077-079517dcd0d9,1f4e3a60-1095-4995-aa78-5a18ceabe1e9,2766762325,savings,NGN,1272879.12,2026-01-20
09c9b819-7e49-4f8f-a22b-02650106fc87,1f4e3a60-1095-4995-aa78-5a18ceabe1e9,7543394189,solo,NGN,128415.52,2025-06-19
4f062ade-f4a1-4211-9879-db7604665fed,1f4e3a60-1095-4995-aa78-5a18ceabe1e9,8911676835,current,NGN,5274036.98,2025-05-03
0e366358-ddda-4f2f-80d9-35f3319b9993,4557629a-510b-47ab-85bd-d9dcc16ce6c9,6439333727,savings,NGN,411374.01,2026-02-10
ed521488-b6f1-4415-ae2a-aa02374f4e25,4557629a-510b-47ab-85bd-d9dcc16ce6c9,7359624331,current,NGN,2937147.91,2026-02-06
a5b2d97f-d5c6-433c-8d07-12d7ad0f6f9d,e81517c8-c10c-4432-9fea-2485df9af7d0,1861081242,savings,NGN,1368403.31,2025-07-24
173fae5a-181d-4eed-8560-fafd523ef3fe,e81517c8-c10c-4432-9fea-2485df9af7d0,3936751177,current,NGN,4492137.83,2024-05-27
deb35a4a-2c89-47e4-a3f4-f48f2e9d902e,01134497-3013-4641-8690-b63e976c235e,8445374057,savings,NGN,1372704.32,2022-11-17
f6076f30-2254-44a8-bf3a-bc4ad879cba4,01134497-3013-4641-8690-b63e976c235e,3155579231,current,NGN,623076.87,2024-08-31
1d45ee9d-863d-4f2d-ac63-ee77ff150b0e,16fd70be-a161-4954-b6c2-3a281e51ce06,5621463649,savings,NGN,1023973.11,2022-11-03
7f84fc14-fec5-4ec7-96ae-558f211cca2f,16fd70be-a161-4954-b6c2-3a281e51ce06,8597650623,solo,NGN,163644.74,2023-12-19
86ade605-d45a-4f5a-8d3c-ab573078e9c1,16fd70be-a161-4954-b6c2-3a281e51ce06,9978093153,current,NGN,4516250.29,2022-10-31
c8bca845-9ad8-4282-9aa5-0995e83f6034,e6815b28-9354-4768-a5b6-825e3ed4802e,8417747291,savings,NGN,1281578.73,2023-07-25
966d5a47-b458-4228-aa82-42ff3493a1f1,e6815b28-9354-4768-a5b6-825e3ed4802e,8114436894,current,NGN,8701646.66,2023-01-23
c4a9ae33-0495-4d78-af57-2d10756482ae,ef15c026-be39-49fb-a43a-f61e6d7fbc26,1468365533,savings,NGN,1256012.43,2023-09-25
6b3e8ec7-e78b-478f-ae51-133acd6453bb,ef15c026-be39-49fb-a43a-f61e6d7fbc26,3393364260,current,NGN,4250448.65,2022-09-12
baf26941-ab90-4ecb-a927-f5b2a5ddb374,1fa75a98-30ed-438f-99e3-d2778d5120a0,4361935958,savings,NGN,563488.26,2026-01-06
a597304c-39cf-4a3e-ba7a-cfd14b2fc234,1fa75a98-30ed-438f-99e3-d2778d5120a0,3483214504,current,NGN,6591968.63,2026-02-01
3600871a-7385-438a-93b8-d1866d66645f,11c210a0-4cb4-4d98-9a61-e33a9dd464eb,7002418370,savings,NGN,1973254.83,2025-02-09
c18a814a-2d45-461e-abd7-17c069d6e5d6,11c210a0-4cb4-4d98-9a61-e33a9dd464eb,8011586560,current,NGN,6862079.05,2025-10-14
471c17ee-ca00-4230-83f4-2ad3b4b46d93,5e4cf7a9-45f9-4a8d-9cfe-20f6c0a1da7d,9719091579,savings,NGN,1239161.68,2026-01-16
d7e49d4a-7663-4063-873e-e34756e40390,5e4cf7a9-45f9-4a8d-9cfe-20f6c0a1da7d,7202783117,current,NGN,2382598.3,2026-02-03
a05ee513-d8c9-4ba5-9e3a-04da7aa398f1,06db194b-8498-47fa-9c6b-5aa65aa82815,3973358286,savings,NGN,764101.94,2023-01-13
b334d6f1-59a6-4e3e-8bd7-438c25607f41,06db194b-8498-47fa-9c6b-5aa65aa82815,6251216076,current,NGN,3703683.52,2022-07-15
69a82d5c-331c-46ec-ab03-455473db0919,a3e40c73-9d14-4e8b-8ad3-33e3c531532a,2225782099,savings,NGN,341688.1,2024-10-23
735f3193-ad63-43f6-ac70-50cd35279076,a3e40c73-9d14-4e8b-8ad3-33e3c531532a,1617092663,current,NGN,1541948.1,2023-04-04
13d1a5cc-66b3-4e6d-b1a2-acf5d8dad00f,abfe60de-f690-43cb-8ff3-8ad6dde1d02f,8390347241,savings,NGN,1306127.21,2024-11-11
096535b3-7e24-4add-8596-d8fbad8f3281,abfe60de-f690-43cb-8ff3-8ad6dde1d02f,3694089823,solo,NGN,149130.75,2025-06-05
8afeaa3a-0478-4042-894d-7d8a49a0299d,abfe60de-f690-43cb-8ff3-8ad6dde1d02f,7647091278,current,NGN,9237884.88,2024-06-05
f349a7a1-085a-49af-a34c-0087a471b7d0,92933136-17c4-4514-89ca-d9f9b8d17b50,1298772857,savings,NGN,683391.89,2026-01-28
4727916d-bf26-4b86-b960-db86cf1a7702,92933136-17c4-4514-89ca-d9f9b8d17b50,8234393418,current,NGN,1029198.99,2024-05-23
9dc13f4a-cf5d-44d9-b0b9-4d7af5b6520d,9b936400-fc6a-4ed5-a482-b9108eec25c4,5756321991,savings,NGN,984591.36,2025-01-10
c86bdc22-5808-4813-8343-bbf5ee968933,9b936400-fc6a-4ed5-a482-b9108eec25c4,2739195114,current,NGN,5607360.62,2025-09-24
4951f5ea-bf59-4ee7-8415-3c32c2f5e428,fbc65cb4-dca2-4a9b-9ac1-d70b57c3032f,7158687133,savings,NGN,1668575.27,2022-11-06
d69f82fe-dc09-4f99-800c-598d0155265e,fbc65cb4-dca2-4a9b-9ac1-d70b57c3032f,5721855204,current,NGN,9715813.71,2024-08-08
6efee8c0-34e5-4c93-9f09-d77acf38fb7b,322e2b69-9922-42c7-84ad-190727b3b5a6,3220293858,savings,NGN,1787369.37,2024-01-27
49cdf4bf-b33c-4e73-bb5a-779458c737be,322e2b69-9922-42c7-84ad-190727b3b5a6,4235608870,current,NGN,4764904.07,2024-09-21
05d26413-e21b-45b8-9cc1-0db4f1556303,bac8b819-943a-41f9-9596-3f5dda7b1061,7380697301,savings,NGN,450303.98,2023-08-10
69d2e401-01e7-4bc7-9d05-07db00b82397,bac8b819-943a-41f9-9596-3f5dda7b1061,7880991319,current,NGN,3571289.32,2025-11-29
cfe1353b-244f-451c-ac96-149a20e4dd45,945b3bd9-d2fe-4aee-83d4-294975dad36d,7214318837,savings,NGN,391702.82,2023-06-15
87eb6319-1833-41fb-9332-da2c4ec7ed50,945b3bd9-d2fe-4aee-83d4-294975dad36d,8818175583,current,NGN,3385600.37,2025-11-14
47adf635-1a7b-4689-9269-5758090752bf,97b82f72-c47d-442b-addc-4d534183a725,6011664593,savings,NGN,465049.46,2025-11-11
d9ea4f73-e7d2-4d44-87ab-c65e43d8e644,97b82f72-c47d-442b-addc-4d534183a725,2778830484,current,NGN,7213488.93,2026-01-26
e6c30ed3-3660-4154-9400-6b55c9f11d71,48487fd8-972e-4d5c-911a-2345002e6bcf,4360881350,savings,NGN,691991.12,2025-04-19
6bc5aa37-260c-436a-92f2-77241a0d0ec0,48487fd8-972e-4d5c-911a-2345002e6bcf,6302693041,current,NGN,9326781.72,2024-04-09
a84ff201-e77d-4e6b-b30a-c5aec38b2b8c,3f8ffa32-6007-4f1a-8ca7-1314bed1ef46,3772740859,savings,NGN,579616.31,2025-09-29
9c41dd5b-4ac5-460d-b1c9-0de10111c0c7,3f8ffa32-6007-4f1a-8ca7-1314bed1ef46,3266345224,current,NGN,893000.99,2024-05-03
74ebb989-fcac-4c5f-86a1-a853c416f41a,5db9c456-af04-464b-94c3-81d157b76d3b,9595345519,savings,NGN,1267496.45,2024-12-12
ee983e52-9803-40ef-b4d9-0f26b999c7a8,5db9c456-af04-464b-94c3-81d157b76d3b,7396908390,current,NGN,5850896.99,2024-09-18
d77c6e44-a72f-4f5d-bdb4-8104aad34ad0,ef1ef2f2-e9fe-4db0-9278-0db07690caef,2200961362,savings,NGN,1796246.29,2025-10-26
247363d5-2e5b-47c9-84bc-d25e21d86ff0,ef1ef2f2-e9fe-4db0-9278-0db07690caef,2078779647,solo,NGN,183408.47,2025-12-14
b4d869aa-90c5-443b-907a-29061653e2ee,ef1ef2f2-e9fe-4db0-9278-0db07690caef,9179053650,current,NGN,7458034.99,2025-07-11
3e2a9395-5f8a-49b7-98ab-41f61242e9cf,8226565a-5a78-424b-aa05-ff97192d477a,2134409280,savings,NGN,1464295.87,2025-01-03
e04c4fd8-99ae-42df-a402-4c2f11dfb199,8226565a-5a78-424b-aa05-ff97192d477a,5444872638,current,NGN,7728911.41,2024-07-14
3eb831cc-caf5-4a04-8ee1-ee6858fa2137,d82f92ab-630b-4e5f-9a8a-0661f2b3cc92,9968206753,savings,NGN,1851803.86,2025-10-31
fd362fc0-9afd-4be6-8aba-a5cb238a599a,d82f92ab-630b-4e5f-9a8a-0661f2b3cc92,2644362228,current,NGN,9696167.34,2025-12-04
6d2d27ee-c4ab-4990-bb1e-b7cd8e0b1c21,0b5eb2c7-51d1-41a6-b397-7cd8f642360e,6434344316,savings,NGN,237852.57,2024-09-18
6bf66786-addd-4f37-b802-dab68b0723f7,0b5eb2c7-51d1-41a6-b397-7cd8f642360e,9234110487,solo,NGN,74991.52,2025-05-20
f340ed77-1ef5-413f-9dc9-a670d879b729,0b5eb2c7-51d1-41a6-b397-7cd8f642360e,1433008559,current,NGN,2322996.04,2023-05-30
ee00a3ef-2df1-4731-93f8-ea3c24320e11,33c4551e-6d1a-412c-bda9-1fdaeb1bb137,8202954127,savings,NGN,225121.62,2025-03-28
e5625abe-0222-4332-818d-b6aa1c440bb5,33c4551e-6d1a-412c-bda9-1fdaeb1bb137,9851214299,current,NGN,6603590.75,2023-07-13
f1a6e2d1-71ce-467b-9f3a-41472588d704,ef7f47c9-30df-4f7d-9d98-84fe534cff65,7808121985,savings,NGN,113169.21,2025-11-17
0cc0282e-a1bc-4d00-b951-2c739701bc37,ef7f47c9-30df-4f7d-9d98-84fe534cff65,3356233607,current,NGN,8301710.06,2023-07-10
7e887857-1bd6-49c8-9529-af1de51b96a9,c0f48fd9-ae1f-44aa-a9d3-b44a5729e796,8443063791,savings,NGN,161688.07,2025-07-02
1309d1cc-0abd-47c3-8927-d8dd1d859f4e,c0f48fd9-ae1f-44aa-a9d3-b44a5729e796,2133833303,solo,NGN,50462.79,2025-11-10
7967c1c9-966c-4a09-9bdf-0055403b8b8f,c0f48fd9-ae1f-44aa-a9d3-b44a5729e796,7201548663,current,NGN,8072289.07,2025-06-17
d66dc6c2-007c-41e4-b874-3a699d14d434,13f6ae79-d449-47af-9786-9a6300971c7c,7224297426,savings,NGN,1901881.49,2024-06-04
5320d559-5baf-412f-8339-9416def49466,13f6ae79-d449-47af-9786-9a6300971c7c,9876780234,current,NGN,1918295.77,2023-06-24
e1da46ac-276f-47d3-8f72-307ce6311bfb,dae98dae-0f34-458f-81ad-7d7f3c28c94f,7740559065,savings,NGN,688844.16,2024-12-23
29476083-8b7d-4647-8c5a-9165935f0bfc,dae98dae-0f34-458f-81ad-7d7f3c28c94f,4946266498,solo,NGN,46114.15,2024-11-13
0e59f331-1efc-4e97-88bf-020ff16befce,dae98dae-0f34-458f-81ad-7d7f3c28c94f,9821877278,current,NGN,4751558.11,2025-02-28
60278d6c-0946-434f-bc18-6f32ccd2e3bb,88faa634-b839-46c8-8bbb-d16f41e978bd,7362636869,savings,NGN,1432323.04,2025-07-19
