customer_id,first_name,last_name,full_name,gender,age,date_of_birth,bvn,nin,phone_number,telco_provider,email,state_of_origin,residential_state,banking_branch,onboarding_date
04dbcafa-70e8-41c6-8166-9e5f15d3d05e,Halimah,Tijani,Halimah Tijani,female,21,2005-03-21,56638094017,12402477662,+2348080715015,Airtel,halimah.tijani208@gmail.com,Niger,Ondo,Ondo,2022-06-21
db364dbf-c082-4a79-953f-b294d920edb7,Sunday,Hassan,Sunday Hassan,male,55,1971-11-01,98858437432,61123526469,+2347064465555,MTN,sunday.hassan@gmail.com,Cross River,Rivers,Lagos,2022-11-13
3568ab7b-a170-4721-b47a-29b7f9274df5,Abdullahi,Ajayi,Abdullahi Ajayi,male,22,2004-11-10,19498642892,86337019518,+2348130333580,MTN,abdullahi.ajayi764@gmail.com,Niger,Taraba,Cross River,2021-04-14
20baa652-9a13-415d-b92c-882603f8ac75,Naheemat,Onyekachi,Naheemat Onyekachi,female,36,1990-06-13,38691650534,85785390073,+2349088018748,9mobile,naheemat.onyekachi@yahoo.com,Edo,Oyo,Osun,2024-08-15
f0f26d5c-66d3-4978-bee2-540b0bbe1d32,Mubarak,Umar,Mubarak Umar,male,68,1958-04-06,52682641263,51750706166,+2348123575881,Airtel,mubarak.umar675@gmail.com,Osun,Plateau,Benue,2023-10-23
c860b4fa-0043-47d0-a232-ee9cc1a2ed8c,Naheemat,Umar,Naheemat Umar,female,31,1995-04-13,57745833195,65354209815,+2349096683719,9mobile,naheemat.umar451@yahoo.com,Yobe,Kogi,Abia,2023-11-07
5dc6a118-3407-4eec-aafb-2d08928cb729,Olatunji,Bello,Olatunji Bello,male,52,1974-06-11,49306378708,80035976067,+2348183105701,9mobile,olatunji.bello@yahoo.com,Osun,Kwara,Gombe,2024-09-11
8e6e91b3-5f4b-4178-b507-6f73cd3a5300,Emeka,Hassan,Emeka Hassan,male,67,1959-03-26,13102883571,16797694584,+2348139114068,MTN,emeka.hassan@gmail.com,Benue,Bayelsa,Ogun,2025-08-21
a09670eb-85b8-4f58-9d83-250b15a8e10f,Perpetual,Tijani,Perpetual Tijani,female,26,2000-02-04,83574700287,63731635300,+2348185097496,9mobile,perpetual.tijani@yahoo.com,Gombe,Osun,Oyo,2022-05-03
8b5074e4-c987-406b-b3a5-702ad9de5e91,Titilope,Smith,Titilope Smith,female,23,2003-03-28,64517507064,44021892374,+2349096851149,9mobile,titilope.smith@gmail.com,Gombe,Ebonyi,Anambra,2024-11-09
bd258ea6-a27a-406c-acda-0b48d54327a2,Aaliyah,Onyekachi,Aaliyah Onyekachi,female,40,1986-11-09,93721744911,10729821606,+2348035934943,MTN,aaliyah.onyekachi@yahoo.com,Zamfara,Zamfara,Cross River,2022-09-11
92f67208-edf7-47f5-9f63-3b6d18814fcb,Taofeek,Ekpo,Taofeek Ekpo,male,27,1999-09-26,38624954100,41852332508,+2349026317012,Airtel,taofeek.ekpo@gmail.com,Imo,Kogi,Anambra,2022-11-04
bc88ab44-9c7e-47be-95f6-c4d6859b9a2f,Mubarak,Adebiyi,Mubarak Adebiyi,male,57,1969-05-09,65958091220,67855317206,+2349090412918,9mobile,mubarak.adebiyi760@yahoo.com,Ogun,Lagos,Kwara,2023-07-19
ebd213fd-bd45-4b53-9d0c-0238dbfc8ebb,Solomon,Badrudeen,Solomon Badrudeen,male,62,1964-04-28,56259565110,60492063797,+2348189676557,9mobile,solomon.badrudeen@yahoo.com,Ekiti,Osun,Kwara,2021-07-13
9cf54d76-56f6-4e53-8960-b21c257082c0,Funke,Umar,Funke Umar,female,30,1996-08-04,66839140651,59631493335,+2348059908302,Glo,funke.umar176@gmail.com,Cross River,Katsina,Rivers,2021-10-28
f0717539-37b1-4f3d-be02-c58e4b457a00,Ade,Adebayo,Ade Adebayo,male,46,1980-05-14,60091115542,56775518340,+2348067716522,MTN,ade.adebayo913@gmail.com,Edo,Cross River,Kebbi,2024-04-28
cc6f243c-f890-4c20-a9fd-f369671c9fa5,Perpetual,David,Perpetual David,female,62,1964-07-12,87288802065,25751680662,+2348189125014,9mobile,perpetual.david@gmail.com,Jigawa,Borno,Bayelsa,2025-08-01
35adc0ee-0cdf-4538-8b7a-fd44e73da22d,Aminat,Uthman,Aminat Uthman,female,57,1969-10-20,38481000592,71460303885,+2348188968661,9mobile,aminat.uthman@gmail.com,Kano,Ebonyi,Ondo,2025-10-19
cab646af-29f2-410c-8d09-33c215c3d1cd,Reuben,Badrudeen,Reuben Badrudeen,male,43,1983-08-23,11737832444,60009337704,+2347082428485,Airtel,reuben.badrudeen@yahoo.com,Ebonyi,Plateau,Kebbi,2022-07-24
aa45af90-435b-495b-917a-4e876f94c116,Funke,Salako,Funke Salako,female,70,1956-06-24,66370840400,72419255524,+2348091405166,9mobile,funke.salako@gmail.com,Cross River,Rivers,Ebonyi,2022-12-09
997922a4-9994-48e5-ae98-8555832e057a,Reuben,Ogunkoya,Reuben Ogunkoya,male,22,2004-01-17,75463306226,38989058513,+2347060712063,MTN,reuben.ogunkoya774@gmail.com,Nasarawa,Anambra,Zamfara,2025-10-02
a42dc727-e81b-4ef1-b0d6-6d9153d54df4,Victor,Ajala,Victor Ajala,male,49,1977-03-14,76233278601,58862938306,+2348084717446,Airtel,victor.ajala@gmail.com,Kano,Ogun,Ebonyi,2023-10-25
98d2fc48-6ed8-4d18-acad-b81f1910b34b,Uche,Musa,Uche Musa,male,57,1969-04-28,27634805585,58418772072,+2347050030603,Glo,uche.musa@gmail.com,Osun,Benue,Ekiti,2025-08-02
41693454-7f36-461d-bcfe-88a0fd4ad12b,Emeka,Garba,Emeka Garba,male,41,1985-10-24,92647620380,38752144466,+2348127115699,Airtel,emeka.garba@yahoo.com,Imo,Akwa Ibom,Adamawa,2022-08-02
368f9540-56fa-4cd6-bb69-e58dfb4c5e3a,Joy,Oluwole,Joy Oluwole,female,21,2005-04-15,64983538745,93111334837,+2349088881099,9mobile,joy.oluwole144@gmail.com,Rivers,Enugu,Cross River,2021-07-13
1f4e3a60-1095-4995-aa78-5a18ceabe1e9,Sunday,Abubakar,Sunday Abubakar,male,18,2008-07-04,39397474368,47086267722,+2347060128186,MTN,sunday.abubakar622@gmail.com,Rivers,Kwara,Niger,2022-12-14
4557629a-510b-47ab-85bd-d9dcc16ce6c9,Taofeek,Oluwole,Taofeek Oluwole,male,69,1957-04-15,21251284287,10711872415,+2347058719010,Glo,taofeek.oluwole@yahoo.com,Abia,Edo,Lagos,2026-02-06
e81517c8-c10c-4432-9fea-2485df9af7d0,Mariam,Williams,Mariam Williams,female,64,1962-01-06,31217547024,91373170433,+2348106584517,MTN,mariam.williams@gmail.com,Ebonyi,Akwa Ibom,Bayelsa,2023-12-07
01134497-3013-4641-8690-b63e976c235e,Mariam,Abubakar,Mariam Abubakar,female,32,1994-12-04,45097337329,94971654474,+2348064114194,MTN,mariam.abubakar@yahoo.com,Sokoto,Osun,Ondo,2022-07-28
16fd70be-a161-4954-b6c2-3a281e51ce06,Aaliyah,Ajayi,Aaliyah Ajayi,female,29,1997-05-26,61739376297,60116907137,+2348109915154,MTN,aaliyah.ajayi116@gmail.com,Ondo,Katsina,Kebbi,2022-02-21
e6815b28-9354-4768-a5b6-825e3ed4802e,Zainab,Adebayo,Zainab Adebayo,female,64,1962-04-02,73445951139,31880986256,+2347055701252,Glo,zainab.adebayo@gmail.com,Bayelsa,Anambra,Ekiti,2022-03-22
ef15c026-be39-49fb-a43a-f61e6d7fbc26,Victor,Alimi,Victor Alimi,male,58,1968-05-25,32783974083,11921901264,+2348130338039,MTN,victor.alimi969@gmail.com,Cross River,Kebbi,Cross River,2022-07-02
1fa75a98-30ed-438f-99e3-d2778d5120a0,Esther,Hassan,Esther Hassan,female,58,1968-03-08,48171422365,18662851856,+2347085222956,Airtel,esther.hassan69@gmail.com,Katsina,Ondo,Imo,2025-12-26
11c210a0-4cb4-4d98-9a61-e33a9dd464eb,Anna,Lawal,Anna Lawal,female,66,1960-10-15,91504897871,87654705703,+2348093951984,9mobile,anna.lawal@protonmail.com,Bauchi,Akwa Ibom,Edo,2025-01-22
5e4cf7a9-45f9-4a8d-9cfe-20f6c0a1da7d,Reuben,Badrudeen,Reuben Badrudeen,male,50,1976-03-02,94337660441,85159701950,+2349058828769,Glo,reuben.badrudeen266@yahoo.com,Rivers,Kwara,Akwa Ibom,2026-01-05
06db194b-8498-47fa-9c6b-5aa65aa82815,Oludayo,Alimi,Oludayo Alimi,male,65,1961-04-27,35540974698,43186508696,+2349024286052,Airtel,oludayo.alimi429@gmail.com,Rivers,Niger,Lagos,2022-01-30
a3e40c73-9d14-4e8b-8ad3-33e3c531532a,Michael,Ekwugum,Michael Ekwugum,male,44,1982-08-27,63272163705,76546496142,+2347063250692,MTN,michael.ekwugum@gmail.com,Imo,Sokoto,Borno,2022-07-31
abfe60de-f690-43cb-8ff3-8ad6dde1d02f,Naheemat,Umar,Naheemat Umar,female,30,1996-09-20,74077406716,25504114289,+2349061002651,MTN,naheemat.umar487@gmail.com,Katsina,Osun,Borno,2024-02-09
92933136-17c4-4514-89ca-d9f9b8d17b50,Abdullahi,Umar,Abdullahi Umar,male,44,1982-09-09,70551783704,43699044500,+2347051804116,Glo,abdullahi.umar@gmail.com,Kogi,Kwara,Imo,2023-02-08
9b936400-fc6a-4ed5-a482-b9108eec25c4,Funke,Shabi,Funke Shabi,female,62,1964-02-21,17913893951,57485778026,+2349022955325,Airtel,funke.shabi@gmail.com,Ebonyi,Osun,Abia,2024-11-01
fbc65cb4-dca2-4a9b-9ac1-d70b57c3032f,Blossom,Willie,Blossom Willie,female,60,1966-05-16,51948236276,47924273941,+2348128978363,Airtel,blossom.willie@yahoo.com,Kogi,Cross River,Enugu,2022-04-19
322e2b69-9922-42c7-84ad-190727b3b5a6,Aminat,Ogunkoya,Aminat Ogunkoya,female,34,1992-03-17,18287584540,32210508096,+2348060389303,MTN,aminat.ogunkoya991@gmail.com,Cross River,Abia,Anambra,2023-10-17
bac8b819-943a-41f9-9596-3f5dda7b1061,Blossom,Adebiyi,Blossom Adebiyi,female,53,1973-06-15,12690170218,27413358564,+2348088356322,Airtel,blossom.adebiyi@gmail.com,Ebonyi,Katsina,Kaduna,2021-12-30
945b3bd9-d2fe-4aee-83d4-294975dad36d,Mubarak,Badrudeen,Mubarak Badrudeen,male,50,1976-04-19,28436770430,22335661404,+2347089101786,Airtel,mubarak.badrudeen151@gmail.com,Osun,Kebbi,Ebonyi,2022-01-04
97b82f72-c47d-442b-addc-4d534183a725,Kehinde,Willie,Kehinde Willie,male,69,1957-11-02,72728166315,60160743865,+2348068532204,MTN,kehinde.willie579@yahoo.com,Benue,Ogun,Nasarawa,2025-07-28
48487fd8-972e-4d5c-911a-2345002e6bcf,Mariam,Oluwole,Mariam Oluwole,female,63,1963-08-12,64093165297,97338843849,+2348027556854,Airtel,mariam.oluwole265@gmail.com,Bauchi,Abia,Oyo,2024-01-01
3f8ffa32-6007-4f1a-8ca7-1314bed1ef46,Blossom,Ogunleye,Blossom Ogunleye,female,43,1983-01-17,42039626176,43899169623,+2348175858220,9mobile,blossom.ogunleye@gmail.com,Osun,Kogi,Enugu,2024-03-14
5db9c456-af04-464b-94c3-81d157b76d3b,Oludayo,Yusuf,Oludayo Yusuf,male,52,1974-07-24,52522439757,63163264488,+2348154489489,Glo,oludayo.yusuf402@gmail.com,Bauchi,Sokoto,Oyo,2024-04-07
ef1ef2f2-e9fe-4db0-9278-0db07690caef,Naheemat,Yusuf,Naheemat Yusuf,female,19,2007-12-15,56905356976,44556160816,+2348176266268,9mobile,naheemat.yusuf@gmail.com,Niger,Anambra,Zamfara,2024-11-12
8226565a-5a78-424b-aa05-ff97192d477a,Aminat,Yusuf,Aminat Yusuf,female,53,1973-10-24,53652309253,81496074196,+2349029132411,Airtel,aminat.yusuf101@gmail.com,Akwa Ibom,Abia,Plateau,2022-06-12
d82f92ab-630b-4e5f-9a8a-0661f2b3cc92,Funke,Badrudeen,Funke Badrudeen,female,44,1982-03-05,95476346672,87462799681,+2349059475835,Glo,funke.badrudeen@gmail.com,Zamfara,Bauchi,Akwa Ibom,2025-09-07
0b5eb2c7-51d1-41a6-b397-7cd8f642360e,Uche,Adebayo,Uche Adebayo,male,29,1997-07-19,64199280214,22479262054,+2347081257388,Airtel,uche.adebayo@gmail.com,Edo,Ondo,Kogi,2023-04-09
33c4551e-6d1a-412c-bda9-1fdaeb1bb137,Reuben,Shabi,Reuben Shabi,male,52,1974-08-05,39852994750,69247051645,+2348075579324,Glo,reuben.shabi993@yahoo.com,Edo,Ekiti,Oyo,2022-06-11
ef7f47c9-30df-4f7d-9d98-84fe534cff65,Seyi,David,Seyi David,male,44,1982-04-09,20882664179,42283659399,+2349022437203,Airtel,seyi.david@gmail.com,Adamawa,Anambra,Osun,2023-07-06
c0f48fd9-ae1f-44aa-a9d3-b44a5729e796,Joy,Ajala,Joy Ajala,female,29,1997-08-08,44201267609,26538271488,+2348070942359,Glo,joy.ajala@gmail.com,Adamawa,Plateau,Enugu,2025-03-20
13f6ae79-d449-47af-9786-9a6300971c7c,Victor,Adeleke,Victor Adeleke,male,39,1987-06-26,12250302632,40773292000,+2347054128275,Glo,victor.adeleke@gmail.com,Cross River,Borno,Osun,2022-05-02
dae98dae-0f34-458f-81ad-7d7f3c28c94f,Olatunji,Ajala,Olatunji Ajala,male,28,1998-10-18,46052711194,32084247595,+2349094288575,9mobile,olatunji.ajala@gmail.com,Ekiti,Katsina,Nasarawa,2023-09-27
88faa634-b839-46c8-8bbb-d16f41e978bd,Ade,Smith,Ade Smith,male,41,1985-03-15,88983006450,84711654339,+2348077614948,Glo,ade.smith@yahoo.com,Ekiti,Nasarawa,Bayelsa,2021-09-12
d55ab79d-6705-43ab-9eee-c3a12e09cdfe,Abdullahi,Oladele,Abdullahi Oladele,male,55,1971-06-19,97917412663,74570138008,+2348080606115,Airtel,abdullahi.oladele@gmail.com,Anambra,Delta,Nasarawa,2022-04-12
72f976ab-ca55-4797-9dbc-a2b0aaff1308,Solomon,Yusuf,Solomon Yusuf,male,52,1974-06-03,78907621965,33723479008,+2348036189788,MTN,solomon.yusuf@gmail.com,Delta,Ekiti,Zamfara,2022-06-04
e292c0ad-5395-438e-969b-75ac3deb5df6,Reuben,Musa,Reuben Musa,male,54,1972-06-24,60399330917,76926346934,+2348135070203,MTN,reuben.musa@yahoo.com,Edo,Nasarawa,Yobe,2024-05-28
42881325-21c2-481a-b9fe-591e4e3e2960,Oludayo,Shabi,Oludayo Shabi,male,57,1969-10-03,54605346738,77034014543,+2348098587637,9mobile,oludayo.shabi934@yahoo.com,Imo,Ekiti,Sokoto,2024-07-20
621b2a80-44e4-45d3-a6ae-9b03fc0e1f79,Glory,Smith,Glory Smith,female,30,1996-08-11,80720936507,61253943378,+2348103284099,MTN,glory.smith@yahoo.com,Gombe,Taraba,Nasarawa,2023-04-15
2c14a028-b675-4245-9bf9-46425fb039c8,Funmilola,Musa,Funmilola Musa,female,50,1976-10-03,52184186639,18738408103,+2348063807684,MTN,funmilola.musa567@yahoo.com,Abia,Benue,Delta,2023-11-19
1a319e9d-69e8-4136-b0d6-a5aa452d41a4,Aaliyah,David,Aaliyah David,female,45,1981-01-08,95672744990,76119564972,+2348073769801,Glo,aaliyah.david@gmail.com,Yobe,Gombe,Borno,2024-07-18
0a367f62-fe57-4da9-8dca-f36550b8cc3d,Aminat,Ogunleye,Aminat Ogunleye,female,40,1986-01-12,61197872283,65171059233,+2349023446119,Airtel,aminat.ogunleye150@yahoo.com,Kebbi,Niger,Delta,2021-04-28
e47943b8-8c82-4d1a-8462-7ebddd4d3798,Naheemat,Friday,Naheemat Friday,female,51,1975-08-10,39300794258,37526705721,+2348059008172,Glo,naheemat.friday@yahoo.com,Taraba,Yobe,Ebonyi,2025-04-29
bbb5503d-dd54-4990-92cf-d833ecfcb6c4,Taofeek,Uthman,Taofeek Uthman,male,38,1988-03-01,83404985794,63170102286,+2348062042607,MTN,taofeek.uthman@gmail.com,Taraba,Kwara,Ogun,2024-05-12
f447b4fc-74ee-4751-847b-95d5806f0fb9,Ade,Ogunleye,Ade Ogunleye,male,70,1956-07-15,78669328327,23776410603,+2347031927600,MTN,ade.ogunleye@gmail.com,Kebbi,Kogi,Imo,2021-10-18
2e2ae63f-d551-4456-865c-2e29c5d4777d,Titilope,Garba,Titilope Garba,female,51,1975-10-03,80178722112,25090628908,+2349068017590,MTN,titilope.garba@gmail.com,Benue,Borno,Abia,2022-07-04
3e62360a-eddd-43a3-8d2a-f4598388ec5e,Funke,Shabi,Funke Shabi,female,45,1981-07-03,24241356300,56104981594,+2348152542526,Glo,funke.shabi503@gmail.com,Kano,Jigawa,Taraba,2022-05-23
19c47524-4494-40e4-a239-e3159e1d9aaa,Funke,Shabi,Funke Shabi,female,20,2006-05-11,65746704864,66439254377,+2348100446639,MTN,funke.shabi857@gmail.com,Osun,Yobe,Edo,2026-01-18
690db8b2-db16-42a5-befc-8fa5b512b6c4,Michael,Adebiyi,Michael Adebiyi,male,53,1973-04-23,59725313344,90005225413,+2348023298839,Airtel,michael.adebiyi@yahoo.com,Niger,Benue,Kebbi,2025-01-15
4f9a4c95-32b9-4db1-8634-9967bd60ffec,Aminat,Ajala,Aminat Ajala,female,24,2002-03-03,78740642252,31125466284,+2349037407143,MTN,aminat.ajala@yahoo.com,Zamfara,Zamfara,Imo,2024-05-07
8bb927e6-4a02-4e26-86e4-2dbc54b6ea47,Abdullahi,Sanni,Abdullahi Sanni,male,53,1973-07-07,20786779484,92954140891,+2349090237524,9mobile,abdullahi.sanni937@gmail.com,Enugu,Cross River,Bauchi,2025-05-11
60a1e627-fd45-4dff-912f-dbcd24ef8643,Ade,Ajala,Ade Ajala,male,41,1985-03-17,25745194225,81090973630,+2348055261817,Glo,ade.ajala@gmail.com,Nasarawa,Plateau,Gombe,2022-06-30
90af6538-b85f-4815-b986-8f49d7b69237,Seyi,Umar,Seyi Umar,male,39,1987-09-14,86294467182,61268553630,+2347037615933,MTN,seyi.umar@gmail.com,Kogi,Adamawa,Rivers,2022-06-30
b04bbd0e-451b-4b03-b6f0-fb87767b2f95,Joy,Garba,Joy Garba,female,29,1997-12-05,72150913550,36195617159,+2349092907265,9mobile,joy.garba@outlook.com,Delta,Delta,Rivers,2025-07-03
a6a8c722-e1a9-465b-b1b4-fdd4a391615c,Mubarak,Alimi,Mubarak Alimi,male,19,2007-02-23,99105899289,23186681325,+2348174220859,9mobile,mubarak.alimi@gmail.com,Ekiti,Ebonyi,Gombe,2022-07-22
7065cdda-b667-476b-b7b6-b45e37961d7e,Halimah,Ogunleye,Halimah Ogunleye,female,33,1993-04-20,13672143394,35940610637,+2349066724027,MTN,halimah.ogunleye@yahoo.com,Oyo,Imo,Kano,2022-04-02
ffcb1010-951f-4c46-ad30-00eac88c8013,Taofeek,Uthman,Taofeek Uthman,male,35,1991-03-04,69762366529,95471165033,+2348057296047,Glo,taofeek.uthman459@gmail.com,Edo,Bayelsa,Niger,2022-12-02
41f72a85-5d30-4294-a32d-d3f4b60c8ae4,Titilope,Abubakar,Titilope Abubakar,female,22,2004-12-24,33413847862,78728589301,+2348081310315,Airtel,titilope.abubakar@gmail.com,Kogi,Akwa Ibom,Cross River,2023-06-03
0267ea34-e0c2-4c3a-b11e-a0584f183b7e,Emeka,Garba,Emeka Garba,male,33,1993-04-01,86204383906,95407049953,+2349088762610,9mobile,emeka.garba@gmail.com,Ondo,Kebbi,Akwa Ibom,2024-08-10
da3aa4bc-1444-4460-a4e7-8c55f060656f,Naheemat,Oladele,Naheemat Oladele,female,23,2003-10-18,30932538864,19152011954,+2348174888692,9mobile,naheemat.oladele@gmail.com,Nasarawa,Oyo,Delta,2023-05-16
11c326d3-447a-451d-8c0d-94b8d8de676e,Victor,Hassan,Victor Hassan,male,41,1985-03-02,87196215357,39423857298,+2349097452427,9mobile,victor.hassan738@gmail.com,Ondo,Jigawa,Ebonyi,2023-05-17
3af724ec-9a77-4475-a27e-cbe91502e904,Victor,Tijani,Victor Tijani,male,57,1969-10-22,38049387165,42676532890,+2347081269984,Airtel,victor.tijani278@yahoo.com,Gombe,Oyo,Jigawa,2023-07-19
16e842f4-7932-47b3-8c96-f709e43f34fc,Taofeek,Oluwole,Taofeek Oluwole,male,67,1959-03-25,90953736816,95244998210,+2348121210420,Airtel,taofeek.oluwole310@gmail.com,Gombe,Kaduna,Plateau,2021-10-25
f72ae693-c413-4f4e-8659-628c8f4200b7,Glory,Garba,Glory Garba,female,40,1986-04-10,79965056711,59379790477,+2349096866287,9mobile,glory.garba@gmail.com,Zamfara,Edo,Plateau,2022-04-18
e96e63e6-d714-4913-87fa-e29f3ee24a08,Anna,Onyekachi,Anna Onyekachi,female,68,1958-07-11,34536037389,29832450325,+2348175683045,9mobile,anna.onyekachi686@gmail.com,Benue,Ebonyi,Ondo,2024-09-11
16bfefe5-f6c4-44fb-bac7-4104bc6801c1,Emeka,Umar,Emeka Umar,male,25,2001-06-11,34230295996,16594090640,+2348172657622,9mobile,emeka.umar@gmail.com,Enugu,Kaduna,Taraba,2023-01-11
7e03a78c-3d3d-4e1c-9645-252fae099e42,Victor,Adebayo,Victor Adebayo,male,49,1977-10-24,80592570121,61388858276,+2348052431541,Glo,victor.adebayo@gmail.com,Ekiti,Katsina,Lagos,2025-01-28
f50cd713-89f4-4efa-b48d-cbb78d060cc7,Seyi,Ajala,Seyi Ajala,male,30,1996-02-09,11932050215,29943369821,+2348051935049,Glo,seyi.ajala@gmail.com,Kogi,Gombe,Kwara,2023-08-22
afc6d42c-e36a-4a91-ba6e-d02e73aef04f,Kehinde,Shabi,Kehinde Shabi,male,53,1973-04-12,65121286465,24993762369,+2348133039402,MTN,kehinde.shabi@yahoo.com,Kogi,Lagos,Kwara,2023-08-29
92e19601-8800-4365-9d3f-d04d5dfda57b,Zainab,Uthman,Zainab Uthman,female,37,1989-03-07,74179791923,68932977734,+2348022020662,Airtel,zainab.uthman626@gmail.com,Lagos,Bayelsa,Kaduna,2024-07-04
8327cd08-e1b5-4294-9372-fc4ae6fd801a,Emeka,Sanni,Emeka Sanni,male,22,2004-11-04,62024792304,43875918711,+2349080662536,9mobile,emeka.sanni323@gmail.com,Edo,Kaduna,Bayelsa,2022-11-07
8074321d-8e2a-41c4-a7ae-042e621fb642,Aisha,Salako,Aisha Salako,female,23,2003-12-18,80654256764,93760883219,+2348085170853,Airtel,aisha.salako527@gmail.com,Anambra,Gombe,Bayelsa,2024-04-25
dd4cc6d8-0a14-4042-a043-f5bf535b4a60,Glory,Shabi,Glory Shabi,female,24,2002-09-17,38020378406,93420526101,+2348129804008,Airtel,glory.shabi@gmail.com,Osun,Ebonyi,Bauchi,2021-10-23
